slug,startAt,discoveredAt,discovery_lead_seconds,outcome,yesTouched,noTouched,yesFirstTouchAt,noFirstTouchAt,pnl_per_share,yes_actual_ask,no_actual_ask,actual_touch_pnl_per_share,beijing_day,beijing_hour,time_block
btc-updown-5m-1786332300,2026-08-10 03:25:00+00:00,2026-08-10 03:16:33.548000+00:00,506.452,single,True,False,2026-08-10T03:28:16.380Z,,-0.29,0.02,,-0.02,2026-08-10,11,08-12
btc-updown-5m-1786332600,2026-08-10 03:30:00+00:00,2026-08-10 03:20:50.456000+00:00,549.544,single,True,False,2026-08-10T03:32:19.615Z,,-0.29,0.29,,-0.29,2026-08-10,11,08-12
btc-updown-5m-1786332900,2026-08-10 03:35:00+00:00,2026-08-10 03:26:38.135000+00:00,501.865,none,False,False,,,0.0,,,0.0,2026-08-10,11,08-12
btc-updown-5m-1786333200,2026-08-10 03:40:00+00:00,2026-08-10 03:32:54.345000+00:00,425.655,paired,True,True,2026-08-10T03:43:58.528Z,2026-08-10T03:43:16.360Z,0.42,0.07,0.27,0.6599999999999999,2026-08-10,11,08-12
btc-updown-5m-1786333500,2026-08-10 03:45:00+00:00,2026-08-10 03:35:08.246000+00:00,591.754,single,False,True,,2026-08-10T03:46:54.888Z,-0.29,,0.29,-0.29,2026-08-10,11,08-12
btc-updown-5m-1786333800,2026-08-10 03:50:00+00:00,2026-08-10 03:40:08.951000+00:00,591.049,single,True,False,2026-08-10T03:54:10.414Z,,-0.29,0.29,,-0.29,2026-08-10,11,08-12
btc-updown-5m-1786334100,2026-08-10 03:55:00+00:00,2026-08-10 03:47:47.786000+00:00,432.214,none,False,False,,,0.0,,,0.0,2026-08-10,11,08-12
btc-updown-5m-1786334400,2026-08-10 04:00:00+00:00,2026-08-10 03:53:25.127000+00:00,394.873,none,False,False,,,0.0,,,0.0,2026-08-10,11,08-12
btc-updown-5m-1786334700,2026-08-10 04:05:00+00:00,2026-08-10 03:55:09.531000+00:00,590.469,paired,True,True,2026-08-10T04:08:20.071Z,2026-08-10T04:09:17.784Z,0.42,0.29,0.06,0.6499999999999999,2026-08-10,12,12-16
btc-updown-5m-1786335000,2026-08-10 04:10:00+00:00,2026-08-10 04:00:12.897000+00:00,587.103,single,False,True,,2026-08-10T04:14:33.733Z,-0.29,,0.01,-0.01,2026-08-10,12,12-16
btc-updown-5m-1786335300,2026-08-10 04:15:00+00:00,2026-08-10 04:05:12.786000+00:00,587.214,single,False,True,,2026-08-10T04:19:28.190Z,-0.29,,0.29,-0.29,2026-08-10,12,12-16
btc-updown-5m-1786335600,2026-08-10 04:20:00+00:00,2026-08-10 04:11:31.319000+00:00,508.681,none,False,False,,,0.0,,,0.0,2026-08-10,12,12-16
btc-updown-5m-1786335900,2026-08-10 04:25:00+00:00,2026-08-10 04:18:49.473000+00:00,370.527,paired,True,True,2026-08-10T04:29:19.240Z,2026-08-10T04:28:34.115Z,0.42,0.29,0.27,0.43999999999999995,2026-08-10,12,12-16
btc-updown-5m-1786336200,2026-08-10 04:30:00+00:00,2026-08-10 04:20:06.387000+00:00,593.613,none,False,False,,,0.0,,,0.0,2026-08-10,12,12-16
btc-updown-5m-1786336500,2026-08-10 04:35:00+00:00,2026-08-10 04:25:09.907000+00:00,590.093,paired,True,True,2026-08-10T04:38:19.615Z,2026-08-10T04:39:44.581Z,0.42,0.29,0.02,0.69,2026-08-10,12,12-16
btc-updown-5m-1786336800,2026-08-10 04:40:00+00:00,2026-08-10 04:32:33.264000+00:00,446.736,single,True,False,2026-08-10T04:40:45.158Z,,-0.29,0.29,,-0.29,2026-08-10,12,12-16
btc-updown-5m-1786337100,2026-08-10 04:45:00+00:00,2026-08-10 04:35:06.173000+00:00,593.827,single,False,True,,2026-08-10T04:49:00.176Z,-0.29,,0.29,-0.29,2026-08-10,12,12-16
btc-updown-5m-1786337400,2026-08-10 04:50:00+00:00,2026-08-10 04:43:39.113000+00:00,380.887,single,False,True,,2026-08-10T04:53:19.004Z,-0.29,,0.24,-0.24,2026-08-10,12,12-16
btc-updown-5m-1786337700,2026-08-10 04:55:00+00:00,2026-08-10 04:49:32.508000+00:00,327.492,single,True,False,2026-08-10T04:59:21.556Z,,-0.29,0.29,,-0.29,2026-08-10,12,12-16
btc-updown-5m-1786338000,2026-08-10 05:00:00+00:00,2026-08-10 04:52:32.241000+00:00,447.759,none,False,False,,,0.0,,,0.0,2026-08-10,12,12-16
btc-updown-5m-1786338300,2026-08-10 05:05:00+00:00,2026-08-10 04:58:30.509000+00:00,389.491,single,False,True,,2026-08-10T05:06:57.005Z,-0.29,,0.17,-0.17,2026-08-10,13,12-16
btc-updown-5m-1786338600,2026-08-10 05:10:00+00:00,2026-08-10 05:05:04.403000+00:00,295.597,single,True,False,2026-08-10T05:14:49.586Z,,-0.29,0.29,,-0.29,2026-08-10,13,12-16
btc-updown-5m-1786338900,2026-08-10 05:15:00+00:00,2026-08-10 05:05:11.170000+00:00,588.83,none,False,False,,,0.0,,,0.0,2026-08-10,13,12-16
btc-updown-5m-1786339200,2026-08-10 05:20:00+00:00,2026-08-10 05:13:12.142000+00:00,407.858,single,False,True,,2026-08-10T05:23:45.645Z,-0.29,,0.28,-0.28,2026-08-10,13,12-16
btc-updown-5m-1786339500,2026-08-10 05:25:00+00:00,2026-08-10 05:15:21.003000+00:00,578.997,single,True,False,2026-08-10T05:28:07.385Z,,-0.29,0.17,,-0.17,2026-08-10,13,12-16
btc-updown-5m-1786339800,2026-08-10 05:30:00+00:00,2026-08-10 05:20:11.656000+00:00,588.344,single,True,False,2026-08-10T05:33:08.917Z,,-0.29,0.19,,-0.19,2026-08-10,13,12-16
btc-updown-5m-1786340100,2026-08-10 05:35:00+00:00,2026-08-10 05:27:59.711000+00:00,420.289,single,False,True,,2026-08-10T05:37:44.014Z,-0.29,,0.29,-0.29,2026-08-10,13,12-16
btc-updown-5m-1786340400,2026-08-10 05:40:00+00:00,2026-08-10 05:33:03.726000+00:00,416.274,single,False,True,,2026-08-10T05:43:10.510Z,-0.29,,0.21,-0.21,2026-08-10,13,12-16
btc-updown-5m-1786340700,2026-08-10 05:45:00+00:00,2026-08-10 05:36:54.787000+00:00,485.213,single,True,False,2026-08-10T05:49:53.702Z,,-0.29,0.29,,-0.29,2026-08-10,13,12-16
btc-updown-5m-1786341000,2026-08-10 05:50:00+00:00,2026-08-10 05:42:58.141000+00:00,421.859,single,False,True,,2026-08-10T05:52:44.879Z,-0.29,,0.27,-0.27,2026-08-10,13,12-16
btc-updown-5m-1786341300,2026-08-10 05:55:00+00:00,2026-08-10 05:47:43.423000+00:00,436.577,paired,True,True,2026-08-10T05:59:24.762Z,2026-08-10T05:56:31.196Z,0.42,0.28,0.29,0.43,2026-08-10,13,12-16
